,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumWebPurchases,NumWebVisitsMonth,Month_Customer,Age,Children,Is_Parent,Family_Size,Total_Compaign_Accepted,Offline Purchases,KMean_cluster
980,0,46779.0,55,12,1,3,0,0,7,0,4,18,55,2,1,3,0,4,1
981,2,4861.0,20,2,1,1,1,0,1,0,14,7,50,0,0,1,0,0,1
982,3,33462.0,78,22,3,18,0,0,11,2,7,17,36,1,1,2,0,4,1
983,2,63693.0,63,587,43,337,42,87,54,11,6,15,37,1,1,2,0,18,2
984,2,80763.0,17,674,168,108,192,42,231,5,3,17,65,0,0,2,2,18,0
985,4,65352.0,43,284,3,84,4,7,23,4,4,17,41,1,1,3,0,12,3
986,4,82170.0,13,1023,93,651,49,55,37,5,2,14,37,0,0,2,0,14,0
987,2,75759.0,46,1394,22,708,89,91,182,9,5,15,46,0,0,2,3,17,0
988,0,79689.0,65,311,26,640,180,37,121,4,2,20,39,0,0,1,0,23,0
989,4,35340.0,1,27,0,12,0,1,5,2,5,7,59,2,1,3,0,5,3
990,2,85683.0,6,1296,17,311,45,69,51,2,1,10,61,0,0,1,4,15,0
991,0,24884.0,32,3,6,7,0,0,3,0,7,26,43,1,1,3,0,4,1
992,3,42021.0,34,393,5,136,7,5,27,10,9,29,34,1,1,3,1,12,2
993,2,64449.0,70,218,63,282,137,35,70,5,4,11,26,1,1,2,0,19,2
994,2,64587.0,49,66,0,16,0,6,20,1,3,7,61,2,1,3,0,7,3
995,2,34824.0,65,4,2,11,2,0,4,1,6,10,20,0,0,1,0,3,1
996,2,75437.0,25,795,0,545,95,58,0,8,6,14,37,0,0,2,1,15,0
997,2,26091.0,84,15,10,19,8,17,20,2,5,11,58,2,1,4,0,7,3
998,2,52845.0,7,384,25,292,130,41,64,8,6,17,42,1,1,3,1,17,2
999,2,46086.0,34,244,8,32,7,2,50,3,4,14,59,1,1,2,0,13,3
1000,4,78028.0,38,158,19,288,25,0,38,6,7,28,59,1,1,2,2,14,2
1001,4,95169.0,1,1285,21,449,106,20,20,4,1,15,28,0,0,1,2,8,0
1002,0,56337.0,25,349,16,144,28,5,182,8,8,22,34,2,1,4,2,14,2
1003,2,22434.0,25,4,12,11,3,13,15,2,8,23,28,1,1,3,0,5,1
1004,4,36930.0,50,223,2,31,0,2,39,5,8,20,61,1,1,3,0,11,3
1005,2,36130.0,46,157,43,127,68,56,37,3,4,23,61,1,1,2,1,18,2
1006,3,65569.0,96,397,46,288,20,38,70,6,3,26,62,1,1,3,0,17,2
1007,2,83844.0,57,901,31,345,75,31,191,4,1,20,63,0,0,2,1,16,0
1008,2,19514.0,47,14,3,21,2,1,28,3,8,12,47,2,1,4,1,7,3
1009,4,36736.0,52,10,0,3,0,0,4,1,6,20,52,2,1,3,0,3,3
1010,2,77568.0,30,1230,0,396,232,178,158,10,5,29,36,1,1,3,3,11,0
1011,4,49187.0,63,81,1,31,2,1,0,1,2,12,39,1,1,3,0,7,3
1012,2,30168.0,51,154,20,66,0,12,27,6,9,22,37,1,1,2,0,12,1
1013,3,34053.0,14,63,0,21,7,0,12,3,8,28,47,1,1,3,0,4,1
1014,3,38196.0,20,30,0,11,0,0,3,2,5,9,44,2,1,4,0,7,3
1015,3,59412.0,56,90,67,165,30,43,11,4,3,9,64,0,0,2,0,11,0
1016,0,70924.0,41,635,114,254,132,152,76,6,3,9,50,0,0,2,1,14,0
1017,2,54165.0,72,127,4,73,15,6,11,2,2,20,46,0,0,2,0,9,1
1018,2,32300.0,1,13,3,6,6,5,6,1,8,24,42,1,1,3,0,4,1
1019,2,20180.0,27,18,42,24,15,20,18,2,7,23,39,0,0,1,0,6,1
1020,2,34961.0,77,45,2,26,4,1,1,3,7,7,42,1,1,3,0,7,3
1021,4,28440.0,87,38,1,24,0,0,0,2,8,18,41,1,1,3,0,4,3
1022,4,64504.0,81,986,36,168,16,0,108,11,7,22,62,3,1,5,0,14,2
1023,3,33564.0,51,61,0,3,0,0,7,1,5,7,49,1,1,3,0,5,3
1024,2,17345.0,79,4,9,16,17,0,12,2,8,26,37,1,1,3,0,5,1
1025,4,56320.0,11,201,53,172,116,77,83,5,4,21,48,1,1,3,0,16,2
1026,2,28647.0,54,19,8,29,0,12,26,2,7,17,37,1,1,2,1,5,1
1027,1,15038.0,93,4,8,11,19,12,26,2,9,24,28,1,1,2,0,5,1
1028,4,32173.0,0,18,0,2,0,0,2,1,4,17,57,1,1,2,0,4,3
1029,0,68316.0,54,806,80,161,120,11,33,10,6,26,51,1,1,3,0,22,2
1030,2,74538.0,21,380,98,733,110,112,28,8,3,19,44,0,0,2,1,14,0
1031,2,91700.0,58,576,172,961,125,115,19,8,3,24,44,0,0,1,0,12,0
1032,2,68695.0,3,458,81,356,106,50,40,4,2,7,46,0,0,2,0,12,0
1033,0,31056.0,99,5,10,13,3,8,16,1,8,24,38,1,1,3,0,4,1
1034,2,79593.0,70,350,60,568,110,133,145,5,2,8,42,0,0,2,1,14,0
1035,2,28071.0,65,39,33,130,41,26,44,5,8,29,35,0,0,1,0,8,1
1036,4,37334.0,44,26,1,16,2,2,15,3,4,11,57,2,1,4,0,8,3
1037,3,46423.0,6,68,0,16,0,0,8,2,7,16,43,2,1,3,0,7,3
1038,4,37126.0,9,45,3,9,4,4,7,1,6,10,44,1,1,3,1,5,3
1039,2,47703.0,95,359,0,134,13,26,123,6,5,20,62,1,1,3,0,15,2
1040,2,61180.0,70,403,24,29,6,24,218,5,3,9,56,1,1,3,1,13,2
1041,2,38998.0,92,34,1,14,0,0,5,2,8,26,61,2,1,4,0,6,3
1042,2,8028.0,62,73,18,66,7,12,2,0,19,28,24,0,0,1,0,16,1
1043,2,76081.0,85,292,30,415,63,33,200,4,2,8,53,0,0,2,1,10,0
1044,2,34728.0,2,14,0,16,0,0,6,1,6,18,29,1,1,3,0,4,1
1045,3,33168.0,0,80,1,37,0,1,3,2,7,27,50,1,1,2,0,8,1
1046,3,33585.0,91,30,11,33,13,6,29,2,4,16,49,1,1,3,0,5,3
1047,4,77037.0,3,463,96,333,168,53,10,7,3,15,55,1,1,3,0,20,2
1048,2,35196.0,68,75,12,141,43,39,187,6,8,26,31,1,1,3,0,12,2
1049,2,44529.0,98,538,13,91,17,6,26,6,5,18,49,1,1,3,1,19,2
1050,0,70924.0,41,635,114,254,132,152,76,6,3,9,50,0,0,2,1,14,0
1051,4,28764.0,16,8,0,3,0,0,1,1,8,7,49,2,1,4,1,3,3
1052,4,69098.0,82,1315,22,780,145,0,178,7,5,23,66,0,0,2,0,18,0
1053,0,25959.0,1,4,2,12,7,5,26,1,6,23,45,2,1,3,0,6,1
1054,3,27100.0,64,12,0,13,2,0,10,1,7,21,32,1,1,3,0,4,1
1055,2,70596.0,68,347,44,534,17,0,26,3,2,27,30,0,0,1,0,18,0
1056,2,42557.0,98,192,5,53,0,5,15,6,8,29,41,1,1,3,0,9,1
1057,4,53312.0,32,241,0,12,0,0,25,5,7,17,64,0,0,2,0,7,3
1058,2,72228.0,87,631,28,491,30,14,56,6,3,26,63,0,0,1,0,16,0
1059,2,67605.0,84,336,28,282,184,54,54,2,1,22,28,0,0,2,0,15,0
1060,3,62845.0,3,1099,0,45,0,0,34,3,8,27,66,2,1,4,1,25,2
1061,2,65196.0,34,743,19,181,12,0,200,7,5,18,57,2,1,4,1,19,2
1062,4,42000.0,23,124,83,267,85,59,35,5,5,24,28,0,0,1,0,15,0
1063,4,35860.0,37,15,0,8,4,2,20,1,5,8,42,2,1,3,1,5,3
1064,4,65526.0,22,397,19,69,12,0,9,4,2,9,51,1,1,3,0,13,3
1065,2,16860.0,19,10,4,4,3,3,14,1,7,28,54,2,1,4,0,7,3
1066,2,83528.0,7,530,117,678,134,44,147,4,1,8,23,0,0,1,2,19,0
1067,0,64176.0,52,1215,33,249,64,116,149,8,6,29,50,1,1,2,0,25,2
1068,2,22304.0,91,3,2,7,0,4,2,1,8,29,59,0,0,1,0,3,1
1069,2,67023.0,93,444,44,382,11,8,17,3,2,10,37,0,0,2,0,21,0
1070,4,32892.0,78,26,0,15,2,1,2,3,8,8,44,1,1,3,0,5,3
1071,2,70713.0,23,736,114,279,82,76,190,5,3,25,49,1,1,3,0,20,2
1072,2,59925.0,83,473,21,176,19,21,56,9,6,26,60,1,1,3,0,14,2
1073,2,39722.0,92,32,0,5,2,0,8,2,5,11,62,1,1,3,0,5,3
1074,2,46610.0,4,288,10,30,4,10,125,6,6,18,57,0,0,2,0,8,1
1075,2,88347.0,32,1050,178,555,77,138,118,4,1,18,54,0,0,2,1,17,0
1076,4,87171.0,27,1001,44,107,58,44,44,6,2,20,34,0,0,2,2,19,0
1077,0,26907.0,10,9,1,7,0,3,2,1,7,17,39,2,1,4,0,5,1
1078,3,50014.0,9,234,14,77,19,10,42,4,5,12,47,1,1,2,0,11,3
1079,4,41014.0,65,7,2,6,2,0,3,1,7,21,37,1,1,3,0,3,3
1080,2,66294.0,68,251,108,334,65,92,117,4,2,10,50,0,0,1,0,9,0
1081,2,36715.0,16,172,10,125,21,13,16,7,9,26,44,1,1,3,0,12,3
1082,2,79456.0,12,565,42,548,64,83,99,5,3,29,59,0,0,2,0,11,0
1083,2,40479.0,95,5,0,8,2,0,0,0,4,17,33,1,1,3,0,4,1
1084,3,75345.0,16,918,57,842,99,38,133,5,3,23,45,0,0,1,1,15,0
1085,2,54233.0,46,652,8,158,21,0,142,11,8,23,38,1,1,3,0,15,2
1086,2,24163.0,3,4,1,7,2,1,2,1,4,15,45,2,1,3,0,5,3
1087,4,84460.0,80,152,27,103,106,54,81,9,5,24,57,0,0,2,4,13,0
1088,2,43776.0,77,8,0,9,2,1,3,1,6,8,32,1,1,3,0,3,1
1089,4,71691.0,0,336,130,411,240,32,43,4,2,10,57,0,0,1,0,13,0
1090,4,85844.0,62,938,19,843,25,95,38,6,2,8,42,0,0,2,1,14,0
1091,4,39190.0,91,68,8,18,19,8,12,2,5,9,41,1,1,2,0,7,3
1092,2,71367.0,24,227,23,389,42,21,75,4,2,17,56,0,0,2,0,13,0
1093,4,38578.0,2,38,4,22,3,3,3,3,8,19,43,2,1,3,0,6,3
1094,4,57236.0,22,105,0,9,2,1,4,2,3,10,50,2,1,4,0,8,3
1095,2,61825.0,56,162,50,100,55,30,27,4,4,17,36,1,1,2,0,11,1
1096,2,79803.0,54,574,8,216,21,16,33,4,1,7,57,1,1,2,0,9,2
1097,0,80910.0,71,160,80,369,67,39,41,3,1,27,29,0,0,1,0,12,0
1098,3,27590.0,38,6,0,5,0,0,1,1,7,21,33,1,1,3,0,3,1
1099,2,56775.0,62,614,35,160,58,35,35,5,5,24,36,1,1,3,0,20,2
1100,2,83829.0,78,897,161,430,186,161,27,4,1,15,40,0,0,1,3,13,0
1101,0,54210.0,18,70,54,109,80,9,45,4,5,20,36,1,1,3,0,10,1
1102,2,38508.0,95,120,19,206,25,19,54,7,8,17,29,1,1,3,0,13,1
1103,2,53187.0,66,211,2,30,7,7,10,4,5,15,45,1,1,3,0,9,3
1104,2,30023.0,28,11,0,16,7,6,21,2,8,10,43,1,1,3,0,4,1
1105,4,76045.0,78,760,53,400,17,93,0,4,2,14,55,0,0,1,1,17,0
1106,4,50870.0,13,53,0,8,0,0,2,2,5,7,63,1,1,3,0,4,3
1107,0,15315.0,27,7,4,13,15,8,17,2,5,17,45,0,0,2,0,6,1
1108,0,65463.0,17,391,32,70,21,32,16,6,5,12,41,1,1,3,1,13,2
1109,2,66480.0,71,199,9,57,20,21,6,4,4,8,50,2,1,4,0,15,3
1110,2,76773.0,79,516,56,449,86,33,16,2,1,23,61,0,0,1,0,14,0
1111,0,81698.0,1,709,45,115,30,160,45,8,5,22,32,0,0,1,1,8,0
1112,4,54466.0,78,12,0,4,0,0,0,1,5,11,42,2,1,3,0,3,3
1113,3,98777.0,23,1000,19,711,125,115,38,4,1,11,55,0,0,1,1,15,0
1114,4,16269.0,75,19,3,18,3,1,0,3,8,17,31,1,1,2,0,6,1
1115,2,71819.0,70,1224,28,140,0,14,168,3,6,17,44,1,1,3,2,11,2
1116,4,33569.0,10,16,2,18,3,0,24,1,8,15,32,1,1,3,1,4,3
1117,3,36262.0,24,88,39,54,64,28,153,3,6,16,32,0,0,2,1,9,1
1118,1,22634.0,47,2,23,11,8,6,46,2,8,24,49,0,0,2,0,4,1
1119,0,47025.0,98,508,11,59,23,5,29,11,9,16,37,1,1,3,0,12,2
1120,2,70566.0,4,381,28,215,84,28,21,6,3,15,47,1,1,2,0,16,2
1121,4,31605.0,15,74,0,42,2,1,6,2,7,26,36,1,1,3,0,7,3
1122,3,52034.0,67,146,0,93,7,13,73,4,7,20,42,2,1,3,0,12,3
1123,2,48526.0,32,23,17,23,43,20,9,2,3,13,36,1,1,2,0,6,1
1124,2,46734.0,40,110,5,137,26,23,29,6,7,26,61,1,1,3,0,8,3
1125,2,39552.0,54,165,3,147,4,24,41,6,8,25,53,2,1,3,0,14,3
1126,2,86358.0,78,957,47,494,82,47,95,5,8,29,49,2,1,3,0,13,2
1127,2,46931.0,94,41,0,17,3,1,16,1,3,9,38,3,1,5,0,6,3
1128,1,16581.0,51,1,3,4,2,3,11,0,4,24,30,0,0,1,0,4,1
1129,0,63998.0,42,176,29,818,0,33,112,7,4,13,63,0,0,1,0,18,0
1130,3,67381.0,67,815,8,53,11,0,70,2,7,24,64,1,1,3,1,15,2
1131,2,25930.0,87,6,1,2,2,0,4,1,7,15,48,2,1,3,0,3,3
1132,2,42693.0,29,8,4,20,6,3,16,1,5,7,37,1,1,3,0,4,1
1133,2,85606.0,89,717,42,864,219,30,84,6,3,26,39,1,1,3,1,18,0
1134,2,72903.0,74,1067,138,750,0,19,39,7,4,15,30,0,0,1,3,14,0
1135,0,49669.0,97,166,5,107,11,8,29,5,6,8,41,1,1,3,0,9,1
1136,4,36778.0,63,29,4,34,2,4,4,3,9,29,47,2,1,4,0,6,3
1137,4,85696.0,88,714,76,395,116,0,12,4,1,20,53,0,0,1,0,16,0
1138,3,10979.0,34,8,4,10,2,2,4,3,5,8,26,0,0,1,0,5,1
1139,2,49678.0,81,229,5,56,3,2,20,6,7,23,54,1,1,3,0,8,3
1140,3,56129.0,65,320,48,133,39,72,48,6,4,19,62,1,1,3,0,16,2
1141,2,37155.0,51,23,0,26,7,15,3,2,5,24,26,1,1,3,0,5,1
1142,0,21282.0,76,1,5,8,4,8,20,2,6,8,37,1,1,2,0,5,1
1143,4,33419.0,76,56,0,12,0,0,18,2,7,17,53,1,1,2,0,6,3
1144,2,63285.0,84,508,124,249,50,38,134,6,3,14,70,0,0,1,0,19,0
1145,3,21255.0,56,29,0,25,2,2,3,2,4,12,41,1,1,3,0,9,3
1146,2,42162.0,31,46,7,59,2,4,27,3,6,14,34,1,1,3,1,6,1
1147,2,54450.0,0,454,0,171,8,19,32,9,8,28,59,2,1,4,0,22,2
1148,4,57744.0,91,350,3,39,0,0,19,9,8,14,61,1,1,3,0,7,3
1149,2,26576.0,40,10,0,8,0,0,9,1,9,27,29,1,1,2,1,3,1
1150,4,57513.0,59,735,40,183,52,20,30,9,6,18,72,0,0,1,0,18,0
1151,2,68142.0,96,897,126,196,91,112,37,10,6,29,51,1,1,3,0,14,2
1152,2,7500.0,61,5,2,3,3,0,5,1,8,29,36,1,1,3,0,3,1
1153,2,83145.0,14,777,35,731,39,137,114,5,2,28,41,0,0,2,1,21,0
1154,3,54197.0,16,162,6,37,6,13,13,1,1,9,55,1,1,3,0,11,3
1155,4,23091.0,98,35,0,11,0,0,2,2,7,8,52,2,1,3,0,8,3
1156,2,46049.0,11,342,9,112,19,14,19,5,7,18,39,2,1,4,0,21,2
1157,2,56715.0,52,258,105,239,237,172,9,7,4,25,41,0,0,2,0,8,0
1158,2,79410.0,19,658,80,483,123,13,13,3,1,8,54,0,0,2,0,8,0
1159,2,57304.0,61,356,80,329,138,17,106,7,5,22,64,1,1,3,0,18,2
1160,2,44375.0,73,213,5,28,7,7,41,4,5,10,50,1,1,3,0,8,3
1161,2,54450.0,0,454,0,171,8,19,32,9,8,28,59,2,1,4,0,22,2
1162,2,59594.0,74,457,4,29,0,0,9,8,7,27,50,1,1,3,1,9,2
1163,2,80685.0,55,241,45,604,34,26,54,6,2,29,21,0,0,2,0,15,0
1164,4,40344.0,48,210,0,6,0,0,2,4,7,15,41,1,1,3,0,8,3
1165,2,62710.0,53,441,35,83,7,29,11,4,4,20,43,1,1,3,0,18,2
1166,0,48985.0,13,19,13,18,10,7,8,1,3,18,47,1,1,3,0,5,1
1167,2,35322.0,34,28,9,37,12,7,13,2,8,29,47,3,1,5,0,7,3
1168,2,77142.0,54,476,75,162,29,151,97,4,2,20,67,0,0,2,0,13,0
1169,2,81657.0,69,364,40,425,158,60,50,3,1,12,46,0,0,1,0,13,0
1170,1,14421.0,81,0,0,2,3,3,8,1,5,11,19,0,0,2,1,3,1
1171,0,20130.0,99,0,6,3,7,6,12,1,8,10,41,0,0,2,0,4,1
1172,4,74214.0,3,863,83,547,86,99,33,8,5,29,25,0,0,2,0,8,0
1173,3,66726.0,61,349,7,35,0,0,47,8,7,12,58,2,1,4,1,9,3
1174,1,23724.0,65,5,23,15,0,18,14,2,8,24,36,1,1,3,0,5,1
1175,3,47353.0,93,184,2,19,8,8,4,2,5,14,55,1,1,3,0,11,3
1176,3,33444.0,24,8,0,8,0,0,2,1,8,26,63,2,1,4,0,3,3
1177,2,54386.0,8,277,21,64,62,21,25,3,3,20,34,1,1,3,0,14,2
1178,2,28510.0,72,44,5,19,0,4,19,2,5,21,34,2,1,3,0,7,1
1179,3,90638.0,29,1156,120,915,94,144,96,3,1,11,24,0,0,1,1,15,0
1180,2,48070.0,33,373,14,83,6,9,19,8,7,24,65,1,1,3,0,11,2
1181,2,43140.0,68,134,8,76,6,0,11,4,6,24,58,1,1,3,0,7,3
1182,4,54959.0,55,1148,0,60,0,0,24,9,7,24,54,1,1,2,1,12,2
1183,1,15056.0,76,6,12,3,21,6,40,2,5,20,57,2,1,3,0,10,3
1184,2,26954.0,17,4,1,11,0,0,1,1,7,8,44,1,1,2,0,3,1
1185,2,22327.0,94,5,4,8,2,0,5,1,5,17,30,1,1,2,0,4,1
1186,2,44393.0,86,24,2,20,2,2,10,1,4,17,50,2,1,4,0,6,3
1187,4,62000.0,25,899,0,101,0,0,20,6,4,17,63,1,1,2,1,20,2
1188,4,31497.0,22,108,1,28,13,1,4,3,8,25,53,1,1,3,0,7,3
1189,0,45894.0,15,27,2,7,0,2,13,1,5,11,41,2,1,4,0,4,1
1190,3,78579.0,35,816,66,549,216,66,99,5,3,25,45,0,0,1,0,11,0
1191,3,67369.0,81,1298,0,70,37,14,42,7,4,26,46,1,1,2,2,18,2
1192,2,58401.0,55,10,0,11,17,29,29,1,4,9,55,1,1,2,0,5,3
1193,2,62307.0,94,87,13,34,10,6,10,4,5,11,63,1,1,2,0,5,3
1194,3,43641.0,50,57,2,51,4,2,23,2,6,21,46,2,1,4,0,8,3
1195,3,63841.0,64,635,15,100,20,7,131,9,6,21,47,1,1,2,0,13,2
1196,0,46891.0,91,43,12,23,29,15,61,2,4,16,50,1,1,3,0,6,1
1197,3,70091.0,11,964,34,137,15,0,11,5,8,22,46,1,1,3,1,14,2
1198,4,78075.0,72,572,8,259,34,35,80,3,1,9,43,0,0,2,0,11,0
1199,0,59184.0,6,341,142,113,259,151,66,6,5,28,54,1,1,2,0,21,0
1200,2,54809.0,0,63,6,57,13,13,22,2,4,16,38,2,1,4,0,10,3
1201,2,58113.0,66,221,104,169,102,78,84,9,7,24,56,1,1,3,0,13,2
1202,3,51412.0,42,140,3,29,4,5,14,3,4,13,57,1,1,3,0,8,3
1203,2,15287.0,60,1,2,8,4,3,13,1,7,27,36,1,1,2,1,5,1
1204,3,66636.0,64,291,10,689,84,10,0,3,1,17,58,0,0,2,0,14,0
1205,3,50965.0,87,544,13,85,8,6,29,10,8,23,59,1,1,3,1,12,2
1206,4,84618.0,96,684,100,801,21,66,0,6,2,14,50,0,0,2,1,20,0
1207,2,18351.0,1,1,12,9,0,14,7,2,7,15,25,0,0,2,0,4,1
1208,4,40451.0,54,35,0,4,0,0,10,1,5,11,58,2,1,4,1,4,3
1209,2,36317.0,53,87,3,25,3,2,13,3,7,20,50,1,1,3,0,6,3
1210,2,42213.0,96,309,3,24,4,3,20,5,7,15,58,1,1,3,1,10,3
1211,2,65748.0,58,172,73,93,95,78,34,2,1,21,60,1,1,3,0,16,2
1212,2,77044.0,12,625,38,242,50,34,76,7,4,15,43,1,1,3,1,24,2
1213,2,74918.0,78,972,59,913,25,19,59,5,3,22,46,0,0,2,1,16,0
1214,2,56721.0,64,157,6,39,6,13,75,4,6,27,43,2,1,4,0,11,3
1215,2,42160.0,26,48,9,45,3,15,20,2,6,19,40,2,1,3,0,9,3
1216,2,61559.0,8,279,83,88,32,14,34,4,3,18,50,1,1,2,0,13,2
1217,4,33629.0,49,132,0,16,0,0,4,3,9,29,52,2,1,4,0,10,3
1218,4,68682.0,56,919,0,505,99,30,45,4,2,15,24,0,0,2,0,20,0
1219,2,34377.0,55,62,0,22,3,1,26,2,7,24,52,1,1,2,0,6,1
1220,1,8940.0,25,1,45,3,4,6,42,3,8,29,29,1,1,2,0,7,1
1221,2,26228.0,50,2,6,4,3,1,9,1,8,16,42,1,1,3,0,3,1
1222,0,77297.0,84,408,61,109,48,122,41,5,4,24,58,0,0,1,1,17,0
1223,2,40211.0,30,51,1,7,2,1,25,2,8,18,34,2,1,4,1,5,3
1224,4,33438.0,81,62,1,16,3,2,6,2,5,16,57,2,1,3,0,9,3
1225,4,75032.0,74,952,12,180,47,12,12,5,3,21,56,1,1,3,0,15,2
1226,4,61284.0,76,618,15,106,20,7,45,11,6,15,60,0,0,1,1,11,0
1227,2,22518.0,36,11,7,12,2,2,27,2,5,27,29,1,1,3,1,5,1
1228,3,54730.0,64,318,3,17,4,7,56,4,4,17,40,1,1,3,0,14,3
1229,3,38452.0,62,56,0,14,0,0,2,3,7,10,60,2,1,4,0,6,3
1230,2,44421.0,53,110,5,59,7,1,7,5,8,23,44,2,1,3,0,9,3
1231,4,38197.0,86,23,0,11,2,1,3,1,5,19,29,1,1,3,0,4,3
1232,2,41986.0,15,27,5,8,8,3,12,3,4,11,37,1,1,2,0,7,1
1233,2,28427.0,67,18,3,19,3,3,6,2,8,22,32,1,1,3,0,5,1
1234,4,37395.0,47,18,0,9,0,1,11,1,6,8,39,1,1,3,0,4,3
1235,2,64722.0,47,303,0,280,60,147,15,8,6,8,44,1,1,3,0,17,2
1236,3,55249.0,81,97,1,19,2,0,11,2,3,9,59,1,1,3,0,6,3
1237,2,84906.0,98,997,15,414,99,30,76,5,2,15,43,0,0,2,3,19,0
1238,2,28691.0,56,5,4,13,8,0,4,1,8,18,26,1,1,3,0,4,1
1239,2,44213.0,48,95,11,35,0,4,7,2,6,14,63,2,1,3,0,10,3
1240,1,25707.0,18,1,6,2,3,6,3,1,7,12,31,1,1,2,0,4,1
1241,4,59062.0,74,46,1,12,3,0,9,2,4,15,48,3,1,5,0,5,3
1242,2,76624.0,68,411,106,147,54,115,66,5,1,8,53,1,1,2,1,18,0
1243,3,66000.0,36,244,51,270,101,0,45,1,1,9,68,0,0,2,0,9,0
1244,4,27683.0,90,152,9,121,12,12,45,6,8,29,37,1,1,3,0,10,3
1245,2,1730.0,65,1,1,3,1,1,1,0,20,8,44,0,0,1,0,15,1
1246,1,7500.0,63,10,17,18,8,26,40,3,9,25,23,1,1,2,0,8,1
1247,2,40521.0,82,12,0,5,0,0,4,0,5,21,47,2,1,4,0,4,3
1248,4,20427.0,63,5,0,4,0,0,1,1,8,10,42,1,1,3,0,3,3
1249,2,65106.0,55,790,19,133,12,0,19,8,6,8,40,1,1,3,1,19,2
1250,4,69969.0,64,882,29,514,38,29,44,4,3,17,50,0,0,2,2,9,0
1251,2,67433.0,51,615,28,259,12,48,30,6,4,18,63,2,1,4,1,22,2
1252,4,77766.0,97,1004,59,265,115,59,27,11,6,23,48,1,1,3,1,23,2
1253,2,74716.0,92,133,27,421,13,195,71,7,4,16,43,1,1,3,0,10,2
1254,2,68118.0,51,595,23,123,10,23,154,8,6,15,52,1,1,2,0,15,2
1255,4,55158.0,72,293,0,87,4,11,23,7,7,30,45,2,1,4,0,11,3
1256,0,62972.0,39,313,15,47,20,0,192,7,6,29,60,1,1,3,0,9,2
1257,2,74190.0,49,151,81,86,168,91,64,4,2,8,40,1,1,3,0,15,2
1258,2,39356.0,21,15,0,2,0,0,6,1,6,10,39,2,1,4,1,3,3
1259,2,76653.0,91,736,63,946,219,189,126,4,2,17,46,0,0,2,2,19,0
1260,4,35860.0,37,15,0,8,4,2,20,1,5,8,42,2,1,3,1,5,3
1261,4,90687.0,98,982,17,672,23,34,51,6,2,20,32,0,0,1,1,11,0
1262,3,73450.0,85,1142,51,415,90,69,37,7,3,13,33,0,0,2,2,20,0
1263,2,31454.0,40,28,0,11,0,0,9,2,8,18,55,2,1,4,0,6,3
1264,2,47139.0,2,46,0,12,0,2,23,2,7,10,63,2,1,3,0,5,3
1265,2,83829.0,78,897,161,430,186,161,27,4,1,15,40,0,0,1,3,13,0
1266,4,53378.0,41,489,6,152,8,6,132,9,8,28,52,2,1,4,0,20,2
1267,2,19656.0,94,25,4,9,6,8,32,2,7,23,45,1,1,3,0,7,1
1268,4,45579.0,10,145,1,33,2,1,1,4,6,17,67,1,1,3,0,6,3
1269,0,85485.0,73,630,26,611,44,18,54,6,2,7,57,0,0,1,0,13,0
1270,2,55956.0,22,760,38,104,50,9,38,7,4,9,71,0,0,2,1,9,0
1271,3,64191.0,30,420,15,186,151,38,15,5,3,24,52,1,1,2,0,19,2
1272,2,38808.0,21,125,17,52,3,19,30,5,8,29,43,1,1,2,1,9,1
1273,3,57183.0,51,464,5,64,7,0,70,9,8,22,49,2,1,4,0,16,2
1274,3,23748.0,97,6,6,29,12,15,8,2,8,26,47,1,1,2,0,7,1
1275,2,66303.0,56,1090,12,96,16,12,60,3,8,23,44,1,1,3,1,19,2
1276,3,37368.0,4,3,2,11,2,2,10,1,6,13,40,1,1,3,1,3,3
1277,2,40800.0,77,24,0,27,8,30,10,3,7,24,51,3,1,5,0,5,3
1278,2,71847.0,95,737,21,106,55,63,210,6,3,28,37,0,0,1,1,16,0
1279,2,46149.0,36,254,6,71,4,0,27,5,5,14,40,1,1,3,0,13,3
1280,2,78687.0,13,817,185,687,145,55,241,4,2,29,32,0,0,2,1,15,0
1281,0,49118.0,90,620,54,239,99,98,119,9,7,29,44,0,0,1,2,19,0
1282,4,37633.0,49,13,4,20,0,0,1,1,9,28,58,2,1,4,0,5,3
1283,3,39767.0,18,113,61,204,34,26,47,7,8,18,64,0,0,2,0,10,2
1284,1,26997.0,89,7,23,78,133,49,144,4,7,26,64,0,0,2,0,9,1
1285,2,33986.0,43,16,2,18,2,1,5,1,7,22,45,1,1,2,0,4,1
1286,4,57091.0,82,462,0,24,6,0,4,9,7,26,43,1,1,3,1,9,2
1287,0,46831.0,84,22,2,10,6,4,34,1,4,19,46,2,1,4,0,6,1
1288,3,83151.0,80,968,147,842,137,42,210,5,2,23,43,0,0,2,3,18,0
1289,2,52531.0,68,283,112,151,51,72,125,7,6,25,44,0,0,2,0,14,0
1290,2,15759.0,12,1,2,5,6,0,3,1,7,16,59,0,0,2,0,3,1
1291,2,22804.0,75,14,1,7,2,1,1,2,9,18,44,1,1,2,0,3,1
1292,0,43050.0,10,30,5,24,6,3,8,2,5,10,42,1,1,3,0,6,1
1293,4,42997.0,91,4,0,5,0,1,5,1,7,13,38,2,1,3,0,3,3
1294,4,48918.0,21,52,0,9,0,0,1,1,4,9,52,2,1,3,0,6,3
